,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,ocupa,ocupa2,p01,p02,p02otros,p02cod,p03,p03otros,p03cod,p04,p05_1,p05_2,p05_3,p06,p07,p08,p13,p14,p15,p16,p17,p18,p21,m1,rolhogar,rolhogar2,D12,seguro2_1,seguro2_2,seguro2_3,seguro2_4,jubila,emitedoc_1,emitedoc_2,emitedoc_3,emitedoc_4,emitedoc_5,emitedoc_6,emitedoc_99,TIPOTRAB,Identificacion_ideológica,PONDERADOR,PERCENTAGE,periodo
183,183,183,183,183,183,183,159163111,NSE E,NSE E,NSE D/E,24,De 18 a 24 años,SI,Hombre,15,Lima,150142,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,NS/NP,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Igual,Mala,Igual,Igual,Derecha,Desaprueba,3,3,2,-1,-1,-1,-1,3,0,0,1,0,0,0,0,2,Derecha,0.818,0.0668329538098501,OCTUBRE 2021
184,184,184,184,184,184,184,159163185,NSE C1,NSE C,NSE C,38,De 25 a 39 años,SI,Mujer,15,Lima,150121,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Peor,Regular,Peor,Igual,Izquierda,Aprueba,1,1,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Izquierda,0.9716,0.07938251579663859,OCTUBRE 2021
185,185,185,185,185,185,185,159163199,NSE C2,NSE C,NSE C,44,De 40 a más años,SI,Mujer,15,Lima,150128,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria incompleta,Educacion Basica,Ama de casa,No trabaja,Desaprueba,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,NS/NP,Sí debe dar el voto de confianza,Mala,Peor,Mejor,Regular,Peor,NS/NP,Izquierda,NS/NP,1,1,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,1.0812,0.08833715117262829,OCTUBRE 2021
186,186,186,186,186,186,186,159163203,NSE C2,NSE C,NSE C,60,De 40 a más años,SI,Hombre,13,Trujillo,130102,Norte,2,2,-1,-1,1,3,Peru urbano,1,Secundaria incompleta,Educacion Basica,Trabajador independiente con empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,NS/NP,Desaprueba,NS/NP,Desaprueba,En desacuerdo,Desaprueba,NS/NP,Mala,Peor,NS/NP,Muy mala,Peor,Igual,Derecha,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Derecha,1.0231,0.08359021398882352,OCTUBRE 2021
187,187,187,187,187,187,187,159163204,NSE C2,NSE C,NSE C,44,De 40 a más años,SI,Hombre,2,Casma,20804,Norte,2,2,-1,-1,1,4,Peru rural,2,Secundaria incompleta,Educacion Basica,Agricultor,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Peor,Regular,Peor,Peor,Derecha,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Derecha,1.1402,0.0931576209461994,OCTUBRE 2021
188,188,188,188,188,188,188,159163270,NSE A2,NSE A,NSE A/B,25,De 25 a 39 años,SI,Mujer,15,Lima,150141,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,No trabaja,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Aprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Buena,Igual,Igual,Regular,Igual,Igual,Derecha,Aprueba,2,2,1,1,2,2,1,3, , , , , , , ,-1,Derecha,0.4723,0.03858826905182421,OCTUBRE 2021
189,189,189,189,189,189,189,159163328,NSE E,NSE E,NSE D/E,51,De 40 a más años,SI,Hombre,20,Sullana,200607,Norte,2,2,-1,-1,1,4,Peru rural,2,Primaria completa,Educacion Basica,Agricultor,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar,EL NO ESTA CAPACITADO PARA ESTO.,2,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Mala,Peor,Peor,Derecha,-1,1,1,2,-1,-1,-1,-1,1,0,0,0,0,0,1,0,2,Derecha,1.1402,0.0931576209461994,OCTUBRE 2021
190,190,190,190,190,190,190,159163414,NSE C1,NSE C,NSE C,37,De 25 a 39 años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Igual,Igual,Mala,Peor,Igual,Derecha,Desaprueba,2,2,1,2,1,2,1,1,0,0,0,1,0,0,0,1,Derecha,1.0095,0.08247905485457664,OCTUBRE 2021
191,191,191,191,191,191,191,159163564,NSE C1,NSE C,NSE C,25,De 25 a 39 años,SI,Mujer,14,Lambayeque,140312,Norte,2,2,-1,-1,1,1,Peru urbano,1,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Aprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Mejor,Mejor,Mala,Igual,Igual,Izquierda,-1,2,2,1,2,2,1,2,2,0,0,0,1,0,0,0,2,Izquierda,0.8849,0.07229887631581464,OCTUBRE 2021
192,192,192,192,192,192,192,159163610,NSE C2,NSE C,NSE C,58,De 40 a más años,SI,Hombre,11,Ica,110101,Sur,4,2,-1,-1,1,4,Peru rural,2,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,El manejo de la economía del país, ,-1,Sí tiene,Desaprueba,NS/NP,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Igual,Igual,Buena,Igual,Igual,Derecha,-1,1,1,2,-1,-1,-1,-1,3,0,0,1,0,0,0,0,2,Derecha,1.1402,0.0931576209461994,OCTUBRE 2021
193,193,193,193,193,193,193,159163657,NSE E,NSE E,NSE D/E,75,De 40 a más años,SI,Mujer,1,Utcubamba,10702,Selva,8,2,-1,-1,3,4,Peru rural,2,Primaria incompleta,Educacion Basica,Ama de casa,No trabaja,99,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno,LLAMA GENTE QUE TIENE REQUISITORIA DENTRO DEL PODER JUDICIAL,3,No tiene,Desaprueba,NS/NP,Desaprueba,NS/NP,Desaprueba,No debe dar el voto de confianza,Regular,NS/NP,Peor,Regular,NS/NP,Peor,NS/NP,-1,2,2,1,2,1,2,2,3, , , , , , , ,-1, ,1.0974,0.08966073778842239,OCTUBRE 2021
194,194,194,194,194,194,194,159163693,NSE E,NSE E,NSE D/E,30,De 25 a 39 años,SI,Hombre,14,Ferreñafe,140205,Norte,2,2,-1,-1,1,4,Peru rural,2,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,1,0,0,0,0,2,Izquierda,1.0247,0.08372093859285257,OCTUBRE 2021
195,195,195,195,195,195,195,159163740,NSE B2,NSE B,NSE A/B,27,De 25 a 39 años,SI,Mujer,12,Chanchamayo,120301,Selva,8,2,-1,-1,3,2,Peru urbano,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Aprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Centro,-1,1,1,1,1,1,2,1,2,0,0,0,1,0,0,0,1,Centro,0.8849,0.07229887631581464,OCTUBRE 2021
196,196,196,196,196,196,196,159163751,NSE C2,NSE C,NSE C,33,De 25 a 39 años,SI,Mujer,24,Tumbes,240101,Norte,2,2,-1,-1,1,3,Peru urbano,1,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,99,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,NS/NP,NS/NP,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Muy mala,Peor,Mejor,Mala,Peor,Mejor,Izquierda,-1,2,2,2,-1,-1,-1,-1,3, , , , , , , ,-1,Izquierda,0.8849,0.07229887631581464,OCTUBRE 2021
197,197,197,197,197,197,197,159163818,NSE C2,NSE C,NSE C,18,De 18 a 24 años,SI,Hombre,21,Azángaro,210202,Sur,7,2,-1,-1,2,2,Peru urbano,1,Secundaria completa,Educacion Basica,Estudiante,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,El manejo de la economía del país, ,-1,No tiene,Aprueba,Aprueba,Aprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Peor,Igual,Izquierda,-1,3,3,1,1,1,2,2,3, , , , , , , ,-1,Izquierda,0.9308,0.0760490383938979,OCTUBRE 2021
198,198,198,198,198,198,198,159163819,NSE B2,NSE B,NSE A/B,55,De 40 a más años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,NS/NP,Desaprueba,De acuerdo,NS/NP,NS/NP,Regular,NS/NP,Mejor,Regular,Igual,Mejor,Izquierda,Aprueba,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Izquierda,0.9614,0.07854914644595343,OCTUBRE 2021
199,199,199,199,199,199,199,159163915,NSE E,NSE E,NSE D/E,20,De 18 a 24 años,SI,Hombre,13,Santiago de Chuco,131001,Norte,5,2,-1,-1,2,5,Peru rural,2,Superior técnico incompleta,Educacion superior,Estudiante,No trabaja,Desaprueba,NS/NP, ,-1,NS/NP, ,-1,No tiene,Desaprueba,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,Mala,Peor,Igual,Mala,Peor,NS/NP,NS/NP,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1, ,1.0374,0.08475856513733314,OCTUBRE 2021
200,200,200,200,200,200,200,159163968,NSE D,NSE D,NSE D/E,40,De 40 a más años,SI,Hombre,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,Que tenga tendencias comunistas,QUE ESTA RODEADO DE CABIARES,9,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Peor,Muy mala,Igual,Peor,Centro,Desaprueba,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Centro,1.7542,0.14332318774234604,OCTUBRE 2021
201,201,201,201,201,201,201,159163994,NSE A1,NSE A,NSE A/B,35,De 25 a 39 años,SI,Hombre,15,Lima,150122,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Desaprueba,Que una persona humilde sea Presidente del Perú, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,No tiene,Aprueba,Aprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Muy mala,Peor,Igual,Mala,Peor,Peor,Derecha,Desaprueba,1,1,1,1,1,2,2,2,0,0,0,1,0,0,0,1,Derecha,0.4907,0.040091601998158255,OCTUBRE 2021
202,202,202,202,202,202,202,159164064,NSE E,NSE E,NSE D/E,23,De 18 a 24 años,SI,Mujer,16,Maynas,160113,Selva,8,2,-1,-1,3,3,Peru urbano,1,Secundaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Aprueba,Aprueba,Desaprueba,En desacuerdo,Aprueba,No debe dar el voto de confianza,Regular,Peor,Peor,Regular,Peor,Peor,Derecha,-1,3,3,1,2,2,1,2,3,0,0,0,0,1,0,0,2,Derecha,0.8958,0.07318943768076251,OCTUBRE 2021
203,203,203,203,203,203,203,159164130,NSE C1,NSE C,NSE C,25,De 25 a 39 años,SI,Hombre,6,Cajamarca,60101,Norte,5,2,-1,-1,2,2,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Regular,Peor,Peor,Centro,-1,3,3,1,1,2,2,2,3,0,0,1,0,0,0,0,2,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
204,204,204,204,204,204,204,159164224,NSE C2,NSE C,NSE C,22,De 18 a 24 años,SI,Hombre,20,Talara,200701,Norte,2,2,-1,-1,1,3,Peru urbano,1,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Aprueba,Que una persona humilde sea Presidente del Perú, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Mejor,Mejor,Muy mala,Peor,Mejor,Izquierda,-1,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,1,Izquierda,0.9308,0.0760490383938979,OCTUBRE 2021
205,205,205,205,205,205,205,159164225,NSE D,NSE D,NSE D/E,56,De 40 a más años,SI,Hombre,12,Satipo,120601,Selva,8,2,-1,-1,3,2,Peru urbano,1,Superior universitaria completa,Educacion superior,Trabajador independiente con empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Igual,Mala,Peor,Igual,Centro,-1,1,1,1,2,1,2,2,3,0,0,1,0,0,0,0,2,Centro,1.0231,0.08359021398882352,OCTUBRE 2021
206,206,206,206,206,206,206,159164293,NSE E,NSE E,NSE D/E,28,De 25 a 39 años,SI,Hombre,22,Bellavista,220202,Selva,8,2,-1,-1,3,4,Peru rural,2,Secundaria incompleta,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,NS/NP,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Mala,Igual,Mejor,Derecha,-1,1,1,1,99,2,1,2,3,0,0,0,0,0,1,0,2,Derecha,1.0247,0.08372093859285257,OCTUBRE 2021
207,207,207,207,207,207,207,159164361,NSE C2,NSE C,NSE C,33,De 25 a 39 años,SI,Mujer,12,Satipo,120607,Selva,8,2,-1,-1,3,2,Peru urbano,1,Superior universitaria completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,99,Avances en salud/educación,PREOCUPACIÓN POR LA SALUD EN LA PANDEMIA,7,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,NS/NP,NS/NP,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,NS/NP,Igual,Regular,Peor,Igual,Derecha,-1,1,1,1,99,1,2,2,1,0,0,0,1,0,0,0,1,Derecha,0.8849,0.07229887631581464,OCTUBRE 2021
208,208,208,208,208,208,208,159164409,NSE C1,NSE C,NSE C,57,De 40 a más años,SI,Hombre,20,Sullana,200603,Norte,2,2,-1,-1,1,4,Peru urbano,1,Secundaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que una persona humilde sea Presidente del Perú, ,-1,Que quiera hacer una Asamblea Constituyente,NUEVA CONSTITUCION,4,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Igual,Izquierda,-1,1,1,2,-1,-1,-1,-1,1,1,0,0,0,0,0,0,2,Izquierda,1.0231,0.08359021398882352,OCTUBRE 2021
209,209,209,209,209,209,209,159164487,NSE E,NSE E,NSE D/E,30,De 25 a 39 años,SI,Hombre,13,Sánchez Carrión,130908,Norte,5,2,-1,-1,2,2,Peru urbano,1,Secundaria completa,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Aprueba,Aprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Centro,-1,1,1,1,2,1,1,2,3,0,0,0,0,0,1,0,2,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
210,210,210,210,210,210,210,159164628,NSE D,NSE D,NSE D/E,30,De 25 a 39 años,SI,Hombre,13,Santiago de Chuco,131001,Norte,5,2,-1,-1,2,1,Peru urbano,1,Superior universitaria completa,Educacion superior,No trabaja,No trabaja,99,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Igual,Igual,Regular,Igual,Peor,Izquierda,-1,3,3,2,-1,-1,-1,-1,1, , , , , , , ,-1,Izquierda,0.9194,0.07511762559019095,OCTUBRE 2021
211,211,211,211,211,211,211,159164643,NSE C1,NSE C,NSE C,60,De 40 a más años,SI,Hombre,6,Cajabamba,60201,Norte,5,2,-1,-1,2,2,Peru urbano,1,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Aprueba,Que una persona humilde sea Presidente del Perú, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Izquierda,-1,2,2,1,2,1,1,2,2,0,0,0,1,0,0,0,1,Izquierda,1.0231,0.08359021398882352,OCTUBRE 2021
212,212,212,212,212,212,212,159164717,NSE D,NSE D,NSE D/E,29,De 25 a 39 años,SI,Mujer,6,Celendín,60301,Norte,5,2,-1,-1,2,1,Peru urbano,1,Superior universitaria completa,Educacion superior,Estudiante,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Regular,Igual,Igual,Derecha,-1,2,2,1,2,1,1,2,3, , , , , , , ,-1,Derecha,0.8849,0.07229887631581464,OCTUBRE 2021
213,213,213,213,213,213,213,159164769,NSE C2,NSE C,NSE C,36,De 25 a 39 años,SI,Hombre,21,San Román,211105,Sur,7,2,-1,-1,2,2,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Buena,Mejor,Mejor,Muy buena,Mejor,Mejor,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Izquierda,0.9194,0.07511762559019095,OCTUBRE 2021
214,214,214,214,214,214,214,159164822,NSE E,NSE E,NSE D/E,37,De 25 a 39 años,SI,Mujer,4,Arequipa,40128,Sur,7,2,-1,-1,2,3,Peru urbano,1,Secundaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,Tener una nueva Constitución, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Mejor,Izquierda,-1,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Izquierda,0.8849,0.07229887631581464,OCTUBRE 2021
215,215,215,215,215,215,215,159164829,NSE B2,NSE B,NSE A/B,63,De 40 a más años,SI,Hombre,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,NS/NP,QUE EL SEA PRESIDENTE,99,No tiene,Aprueba,Aprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Regular,Igual,Igual,Centro,Desaprueba,1,1,1,2,1,2,2,1,0,0,0,1,0,0,0,1,Centro,0.9614,0.07854914644595343,OCTUBRE 2021
216,216,216,216,216,216,216,159164842,NSE C2,NSE C,NSE C,40,De 40 a más años,SI,Hombre,25,Padre Abad,250301,Selva,8,2,-1,-1,3,2,Peru urbano,1,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Aprueba,Desaprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Regular,Mejor,Igual,Izquierda,-1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,1,Izquierda,1.0231,0.08359021398882352,OCTUBRE 2021
217,217,217,217,217,217,217,159164960,NSE D,NSE D,NSE D/E,25,De 25 a 39 años,SI,Mujer,13,Virú,131202,Norte,2,2,-1,-1,1,2,Peru urbano,1,Secundaria incompleta,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Aprueba,Aprueba,De acuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Igual,Igual,Regular,Igual,Igual,Centro,-1,2,2,1,2,1,2,2,3,0,0,0,1,0,0,0,2,Centro,0.8849,0.07229887631581464,OCTUBRE 2021
218,218,218,218,218,218,218,159165010,NSE C1,NSE C,NSE C,26,De 25 a 39 años,SI,Hombre,15,Prov. Const. del Callao,70101,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Mala,Peor,Igual,Centro,-1,3,3,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Centro,1.0095,0.08247905485457664,OCTUBRE 2021
219,219,219,219,219,219,219,159165040,NSE C1,NSE C,NSE C,54,De 40 a más años,SI,Hombre,14,Chiclayo,140105,Norte,2,2,-1,-1,1,4,Peru urbano,1,Primaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,El manejo de la economía del país, ,-1,Sí tiene,Desaprueba,NS/NP,NS/NP,NS/NP,NS/NP,Sí debe dar el voto de confianza,Regular,Peor,Peor,Regular,Peor,NS/NP,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Izquierda,1.0231,0.08359021398882352,OCTUBRE 2021
220,220,220,220,220,220,220,159165042,NSE C2,NSE C,NSE C,29,De 25 a 39 años,SI,Mujer,20,Piura,200101,Norte,2,2,-1,-1,1,2,Peru urbano,1,Secundaria incompleta,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,99,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar,QUE NO SABE DONDE ESTA SENTADO,2,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Peor,Regular,Peor,Igual,Centro,-1,2,2,1,99,1,2,2,1,0,0,0,1,0,0,0,1,Centro,0.8849,0.07229887631581464,OCTUBRE 2021
221,221,221,221,221,221,221,159165070,NSE E,NSE E,NSE D/E,18,De 18 a 24 años,SI,Hombre,10,Dos de Mayo,100323,Centro,6,2,-1,-1,2,2,Peru urbano,1,Superior universitaria completa,Educacion superior,Estudiante,No trabaja,Desaprueba,Que una persona humilde sea Presidente del Perú, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,De acuerdo,Aprueba,No debe dar el voto de confianza,Regular,Peor,Igual,Regular,Igual,Peor,Derecha,-1,3,3,1,2,2,1,2,3, , , , , , , ,-1,Derecha,0.9308,0.0760490383938979,OCTUBRE 2021
222,222,222,222,222,222,222,159165077,NSE A2,NSE A,NSE A/B,22,De 18 a 24 años,SI,Mujer,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Aprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Igual,Mejor,Mala,Peor,Mejor,Derecha,Desaprueba,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,0.4781,0.03906214574142951,OCTUBRE 2021
